case_id,benchmark_id,label,family,mode,coeff,maxdim,threshold_label,threshold_value,dimension,pair,comparison_mode,exact_match,audit_classification,audit_mechanism
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,0,gudhi__dionysus,distance_zero_semantic,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,0,ripser__dionysus,distance_zero_semantic,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,1,gudhi__ripser,raw_exact,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,1,gudhi__dionysus,raw_exact,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,1,ripser__dionysus,raw_exact,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,1,gudhi__ripser,drop_zero_length_intervals,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,1,gudhi__dionysus,drop_zero_length_intervals,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,1,ripser__dionysus,drop_zero_length_intervals,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,1,gudhi__ripser,drop_zero_length_intervals_plus_float32_roundtrip,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,1,gudhi__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,1,ripser__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,1,gudhi__ripser,threshold_truncation_harmonized,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,1,gudhi__dionysus,threshold_truncation_harmonized,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,1,ripser__dionysus,threshold_truncation_harmonized,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,1,gudhi__ripser,distance_zero_semantic,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,1,gudhi__dionysus,distance_zero_semantic,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,1,ripser__dionysus,distance_zero_semantic,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,2,gudhi__ripser,raw_exact,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,2,gudhi__dionysus,raw_exact,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,2,ripser__dionysus,raw_exact,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,2,gudhi__ripser,drop_zero_length_intervals,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,2,gudhi__dionysus,drop_zero_length_intervals,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,2,ripser__dionysus,drop_zero_length_intervals,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,2,gudhi__ripser,drop_zero_length_intervals_plus_float32_roundtrip,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,2,gudhi__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,2,ripser__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,2,gudhi__ripser,threshold_truncation_harmonized,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,2,gudhi__dionysus,threshold_truncation_harmonized,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,2,ripser__dionysus,threshold_truncation_harmonized,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,2,gudhi__ripser,distance_zero_semantic,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,2,gudhi__dionysus,distance_zero_semantic,True,,
honeycomb_patch_2x2__floating__p2__h2__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,2,2,selected,1.0,2,ripser__dionysus,distance_zero_semantic,True,,
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,0,gudhi__ripser,raw_exact,False,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,0,gudhi__dionysus,raw_exact,False,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,0,ripser__dionysus,raw_exact,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,0,gudhi__ripser,drop_zero_length_intervals,False,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,0,gudhi__dionysus,drop_zero_length_intervals,False,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,0,ripser__dionysus,drop_zero_length_intervals,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,0,gudhi__ripser,drop_zero_length_intervals_plus_float32_roundtrip,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,0,gudhi__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,0,ripser__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,0,gudhi__ripser,threshold_truncation_harmonized,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,0,gudhi__dionysus,threshold_truncation_harmonized,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,0,ripser__dionysus,threshold_truncation_harmonized,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,0,gudhi__ripser,distance_zero_semantic,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,0,gudhi__dionysus,distance_zero_semantic,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,0,ripser__dionysus,distance_zero_semantic,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,1,gudhi__ripser,raw_exact,False,convention mismatch,zero-length bar reporting
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,1,gudhi__dionysus,raw_exact,False,convention mismatch,zero-length bar reporting
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,1,ripser__dionysus,raw_exact,True,convention mismatch,zero-length bar reporting
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,1,gudhi__ripser,drop_zero_length_intervals,False,convention mismatch,zero-length bar reporting
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,1,gudhi__dionysus,drop_zero_length_intervals,False,convention mismatch,zero-length bar reporting
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,1,ripser__dionysus,drop_zero_length_intervals,True,convention mismatch,zero-length bar reporting
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,1,gudhi__ripser,drop_zero_length_intervals_plus_float32_roundtrip,True,convention mismatch,zero-length bar reporting
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,1,gudhi__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,convention mismatch,zero-length bar reporting
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,1,ripser__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,convention mismatch,zero-length bar reporting
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,1,gudhi__ripser,threshold_truncation_harmonized,True,convention mismatch,zero-length bar reporting
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,1,gudhi__dionysus,threshold_truncation_harmonized,True,convention mismatch,zero-length bar reporting
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,1,ripser__dionysus,threshold_truncation_harmonized,True,convention mismatch,zero-length bar reporting
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,1,gudhi__ripser,distance_zero_semantic,True,convention mismatch,zero-length bar reporting
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,1,gudhi__dionysus,distance_zero_semantic,True,convention mismatch,zero-length bar reporting
honeycomb_patch_2x2__floating__p3__h1__full,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,full,4.0,1,ripser__dionysus,distance_zero_semantic,True,convention mismatch,zero-length bar reporting
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,0,gudhi__ripser,raw_exact,False,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,0,gudhi__dionysus,raw_exact,False,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,0,ripser__dionysus,raw_exact,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,0,gudhi__ripser,drop_zero_length_intervals,False,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,0,gudhi__dionysus,drop_zero_length_intervals,False,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,0,ripser__dionysus,drop_zero_length_intervals,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,0,gudhi__ripser,drop_zero_length_intervals_plus_float32_roundtrip,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,0,gudhi__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,0,ripser__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,0,gudhi__ripser,threshold_truncation_harmonized,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,0,gudhi__dionysus,threshold_truncation_harmonized,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,0,ripser__dionysus,threshold_truncation_harmonized,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,0,gudhi__ripser,distance_zero_semantic,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,0,gudhi__dionysus,distance_zero_semantic,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,0,ripser__dionysus,distance_zero_semantic,True,floating-point artifact,float64-vs-float32 endpoint rounding
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,1,gudhi__ripser,raw_exact,True,,
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,1,gudhi__dionysus,raw_exact,True,,
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,1,ripser__dionysus,raw_exact,True,,
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,1,gudhi__ripser,drop_zero_length_intervals,True,,
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,1,gudhi__dionysus,drop_zero_length_intervals,True,,
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,1,ripser__dionysus,drop_zero_length_intervals,True,,
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,1,gudhi__ripser,drop_zero_length_intervals_plus_float32_roundtrip,True,,
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,1,gudhi__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,,
honeycomb_patch_2x2__floating__p3__h1__selected,honeycomb_patch_2x2__floating,Honeycomb patch 2x2 cells,B,floating,3,1,selected,1.0,1,ripser__dionysus,drop_zero_length_intervals_plus_float32_roundtrip,True,,
